node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
ST6GAL1,6480,1,0,1,0,0,1,0,1,0,0
LIFR,3977,1,0,1,0,0,1,0,0,0,0
VIP,7432,1,1,1,0,1,0,0,1,0,0
F3,2152,1,0,1,0,1,1,0,0,0,1
XCL2,6846,0,0,0,0,1,1,0,1,0,1
CXCR2,3579,1,0,0,0,0,1,0,1,0,1
PPP3R1,5534,0,0,1,0,0,0,0,1,0,0
CTCF,10664,1,0,0,0,0,0,0,0,0,0
SIK1,150094,1,0,1,0,0,0,1,0,0,0
SFN,2810,1,1,1,0,0,0,0,0,1,0
GRB10,2887,0,1,0,0,0,0,1,0,0,0
CRK,1398,0,0,0,0,0,1,0,1,0,0
PSMA3,5684,1,1,0,0,0,0,0,1,0,0
ADRBK2,157,0,0,0,0,0,0,0,1,0,0
RPS15,6209,0,0,0,0,0,0,0,0,0,0
RPS9,6203,1,0,0,0,0,0,0,0,0,0
RPS29,6235,0,0,0,0,0,0,0,0,0,0
PAX6,5080,1,1,0,0,0,1,0,0,0,0
SMARCE1,6605,0,0,0,0,0,0,0,0,0,0
MAPRE1,22919,1,0,0,0,0,1,0,0,0,0
TIAM2,26230,0,0,1,0,0,0,0,0,0,0
PIK3R1,5295,0,0,1,0,0,1,1,1,0,1
PIP5K1B,8395,0,0,0,0,0,0,0,0,0,0
GSN,2934,0,0,1,0,0,1,0,1,0,1
CXCL9,4283,1,0,0,0,0,1,0,1,0,1
CCR9,10803,0,0,0,0,0,1,0,1,0,0
EIF1AX,1964,0,0,0,0,0,0,0,0,0,0
CEP152,22995,1,0,0,0,0,1,0,0,0,0
CEP290,80184,1,0,0,0,0,1,0,0,0,0
HLA-DRA,3122,0,0,0,0,0,1,0,1,0,0
BAMBI,25805,1,1,0,0,0,1,0,0,0,0
MAPK1,5594,1,0,0,1,0,1,0,1,0,1
FGF10,2255,1,1,1,0,1,1,0,0,1,1
SH3GL3,6457,0,0,0,0,0,0,0,1,0,0
NUP88,4927,1,0,0,0,0,0,0,0,0,0
SNRPB,6628,0,0,0,0,0,0,0,0,0,0
WNT8B,7479,0,0,0,0,0,0,0,0,0,0
FZD2,2535,0,0,0,0,0,0,0,0,0,0
NKD1,85407,0,1,0,0,0,0,0,0,0,0
ITGAE,3682,0,0,0,0,0,1,0,0,0,0
CSK,1445,1,1,0,0,0,1,0,1,0,0
HIPK4,147746,0,0,0,0,0,0,0,0,0,0
ARAP1,116985,1,0,0,0,0,1,0,0,0,0
LOC100290337,100290337,0,0,0,0,0,0,0,0,0,0
ERCC5,2073,0,0,1,0,0,0,0,0,1,0
ANAPC1,64682,1,0,0,0,0,0,0,0,0,0
BDNF,627,1,0,1,0,0,1,0,0,0,0
CACNG2,10369,0,0,0,0,1,0,0,0,0,0
RASGRF1,5923,1,0,0,0,0,1,0,0,0,0
PSMA2,5683,1,1,0,0,0,0,0,1,0,0
VEGFC,7424,1,1,0,0,1,1,0,0,0,0
RPS6KA1,6195,1,0,1,0,0,0,0,0,0,0
PSME2,5721,1,1,0,0,0,0,0,1,0,0
INPP5D,3635,1,1,1,0,0,1,0,1,0,0
FZR1,51343,1,0,0,0,0,0,0,0,1,0
AURKA,6790,1,1,1,0,0,1,0,0,1,0
GAPDH,2597,0,0,0,0,0,0,1,1,0,0
GATA4,2626,1,0,0,0,1,0,0,0,0,1
EPHX1,2052,0,0,0,0,0,0,0,0,0,0
CCR6,1235,0,0,0,0,0,1,0,1,0,0
PARK2,5071,1,1,1,0,0,1,1,0,0,0
KIF11,3832,1,0,0,0,0,0,0,0,0,0
WWP1,11059,0,0,0,0,0,0,0,0,0,0
RNF11,26994,0,0,0,0,0,0,0,0,0,0
HNRNPK,3190,1,0,1,0,0,1,0,1,0,1
IGF1R,3480,1,1,1,0,0,1,0,1,0,0
NPHS1,4868,0,0,0,0,0,1,0,0,0,0
NPHS2,7827,0,0,0,0,0,1,0,0,0,0
SUCLA2,8803,0,0,0,0,0,0,0,0,0,0
PARP1,142,0,0,0,1,0,0,0,0,1,0
MAP2,4133,0,0,0,0,0,1,0,0,0,0
ADAM17,6868,1,1,1,0,0,1,0,1,0,1
CD40,958,1,0,1,0,0,0,0,1,0,1
NTRK2,4915,1,0,1,0,1,1,0,0,0,1
NTF4,4909,0,0,1,0,0,1,0,0,0,0
IFNGR1,3459,0,0,0,0,0,0,0,1,0,0
MAX,4149,0,0,0,0,0,0,0,0,0,0
EIF2S1,1965,0,0,1,0,0,0,0,0,0,0
TRB@,6957,0,0,0,0,0,0,0,0,0,0
SHC3,53358,0,0,0,0,0,0,0,0,0,0
NEK2,4751,1,0,0,1,0,0,0,0,0,0
HCLS1,3059,1,0,1,0,0,1,0,0,0,0
CEP250,11190,1,0,0,0,0,1,0,0,0,0
RUNX2,860,1,1,0,0,0,1,0,0,0,0
RPS4Y1,6192,0,0,0,0,0,0,0,0,0,0
RASGRF2,5924,0,0,1,0,0,0,0,0,0,0
RRAS2,22800,0,0,0,0,0,1,0,0,0,0
PRKAB1,5564,1,1,0,0,0,0,0,0,0,0
ACACB,32,0,0,0,0,0,0,1,0,0,0
CLK2,1196,0,0,0,0,0,0,1,0,0,0
ZIC4,84107,0,0,0,0,0,0,0,0,0,0
CAPN1,823,1,0,0,0,0,0,0,0,0,0
ACTN3,89,0,1,1,0,0,1,1,0,0,0
IL2,3558,1,1,1,0,1,1,0,1,0,1
TCF7L2,6934,1,1,1,0,0,0,0,0,0,0
CLDN7,1366,1,0,1,0,0,1,0,0,0,0
TJP2,9414,0,0,0,0,0,0,0,0,0,0
BMP2,650,1,1,1,0,0,1,0,0,0,1
TGFB3,7043,1,1,1,0,0,1,0,1,0,1
TRIP12,9320,0,0,0,0,0,0,0,0,1,0
IKBKG,8517,0,0,0,0,0,0,0,1,0,1
IL12A,3592,1,1,1,0,0,1,0,1,0,0
LCP2,3937,0,0,0,0,0,0,0,1,0,1
MAP3K1,4214,0,0,0,0,0,0,0,1,0,0
GPI,2821,0,0,1,0,1,0,1,1,0,0
AMFR,267,0,0,0,0,0,0,0,0,0,0
SENP1,29843,0,0,1,0,0,0,0,0,0,0
GAB2,9846,1,0,0,0,0,0,0,1,0,0
ODF2,4957,1,0,0,0,0,1,0,0,0,0
CREB5,9586,0,0,0,0,0,0,0,0,0,0
ARPC1B,10095,0,0,0,0,0,1,0,1,0,0
ARPC4,10093,0,0,0,0,0,1,0,1,0,0
MLLT4,4301,1,0,0,0,0,1,0,0,0,0
RAP1B,5908,0,0,0,0,0,1,0,0,0,0
FGF23,8074,0,0,0,0,0,0,0,0,0,0
FGF19,9965,1,0,0,0,0,1,1,0,0,0
FGFR2,2263,1,1,1,0,1,1,0,0,0,0
TFDP1,7027,1,1,1,0,0,0,0,0,1,0
CDKN2C,1031,1,1,0,0,0,0,0,0,0,0
FYN,2534,1,1,1,0,0,1,0,1,0,1
SYN1,6853,0,0,0,0,0,0,0,0,0,0
CSNK1D,1453,1,0,0,0,0,1,0,1,1,0
PTK6,5753,1,1,0,0,0,1,0,1,0,0
NFATC4,4776,0,1,1,0,1,1,0,0,0,1
RPS6KA5,9252,0,0,0,0,0,1,0,1,0,1
BMX,660,1,0,0,0,0,1,0,1,0,0
TYMS,7298,1,0,0,0,0,0,0,0,0,0
PSMC3,5702,1,1,0,0,0,0,0,1,0,0
CLDN19,149461,0,0,0,0,0,1,0,0,0,0
TJP1,7082,0,0,0,0,0,1,0,0,0,0
CSF2RB,1439,0,0,0,0,0,0,0,0,0,0
SOX10,6663,1,1,1,0,0,1,0,0,0,0
CCL27,10850,0,0,0,0,0,1,0,1,0,0
CXCR4,7852,0,0,1,0,1,1,0,0,0,1
POLB,5423,0,0,0,0,0,0,0,0,1,1
ERVK2,2087,0,0,0,0,0,0,0,0,0,0
EGFR,1956,1,1,1,0,0,1,0,1,1,0
NEDD8,4738,0,0,0,0,0,0,0,0,0,0
CUL1,8454,1,1,0,0,0,0,0,1,0,0
IL15,3600,1,1,0,0,0,1,0,1,0,1
CLLU1OS,574016,0,0,0,0,0,0,0,0,0,0
NCKAP1L,3071,1,0,1,0,0,1,0,1,0,0
INHBA,3624,1,1,1,0,0,0,0,0,0,0
AP2S1,1175,0,1,0,0,0,0,0,1,0,0
BAD,572,1,0,1,0,0,1,1,0,0,0
TMSL3,7117,0,0,0,0,0,0,0,0,0,0
ACTG1,71,0,0,0,0,0,1,0,1,0,1
PSMB7,5695,1,1,0,0,0,0,0,1,0,0
SLC10A2,6555,0,0,0,0,0,0,0,0,0,0
SOCS1,8651,0,1,0,0,0,0,0,1,0,0
IL7R,3575,1,0,0,0,0,1,0,1,0,0
CCL23,6368,1,1,0,0,0,1,0,1,0,1
CXCR1,3577,0,0,0,0,0,1,0,1,0,1
CEP63,80254,1,0,0,0,0,0,0,0,1,0
ACOX3,8310,0,0,0,0,0,0,0,0,0,0
AHR,196,1,0,0,0,0,0,0,0,0,0
ABCG2,9429,0,0,0,0,0,0,0,0,0,0
RPTOR,57521,1,1,0,0,0,0,0,0,0,0
CDC25A,993,1,0,0,0,0,0,0,0,0,0
CEP110,11064,0,0,0,0,0,0,0,0,0,0
NPAS2,4862,0,0,0,0,0,0,0,0,1,0
PER2,8864,1,1,0,0,1,0,1,0,0,0
GTF2B,2959,0,0,0,0,0,0,0,0,0,0
GTF2A1,2957,0,0,0,0,0,0,0,0,0,0
LEPR,3953,0,0,0,0,1,1,1,0,0,0
PRKAB2,5565,1,1,0,0,0,0,0,0,0,0
STK17A,9263,0,0,1,0,0,0,0,0,0,0
DYRK2,8445,0,0,0,0,0,0,1,0,0,0
LARP6,55323,0,0,0,0,0,0,0,0,0,0
SOS2,6655,0,0,1,0,0,0,0,0,0,0
HRAS,3265,1,1,1,1,0,1,0,1,0,1
TFF3,7033,0,0,0,0,0,0,1,0,0,0
GHR,2690,0,0,0,0,0,0,0,1,0,0
BLNK,29760,0,0,0,0,0,0,0,1,0,1
SHC2,25759,0,0,0,0,0,0,0,0,0,0
FRS2,10818,1,0,1,0,0,0,0,0,0,0
NFKB2,4791,0,0,0,0,0,0,0,1,0,1
NOS2,4843,1,0,0,0,1,0,0,1,0,1
RANBP2,5903,1,0,0,0,0,0,1,0,0,0
RASGRP1,10125,0,0,0,0,0,1,0,1,0,1
CACNA1G,8913,0,0,0,0,1,0,0,0,0,0
FADD,8772,1,1,1,0,0,1,0,1,0,0
IKBKB,3551,1,0,1,0,0,1,0,1,0,1
PSMD10,5716,1,1,1,0,0,0,0,1,0,0
LGALS3,3958,1,1,1,0,0,1,0,1,0,0
MAPK9,5601,0,0,1,0,0,1,0,1,0,0
BRCA1,672,1,1,1,0,1,0,0,0,1,0
TNNI3K,51086,0,0,0,0,1,0,0,0,0,0
CCDC40,55036,0,0,0,0,0,1,0,0,0,0
COL4A4,1286,0,0,0,0,0,0,0,0,0,0
ITGB7,3695,0,0,0,0,0,1,0,1,0,0
ARHGEF7,8874,0,1,1,0,0,1,0,0,0,0
PAFAH1B1,5048,1,1,0,0,0,1,0,0,0,0
LAMB4,22798,0,0,0,0,0,1,0,0,0,0
COL4A2,1284,0,0,0,0,1,0,0,0,0,0
ITGB5,3693,0,0,0,0,0,1,0,0,0,0
DCTN3,11258,1,0,0,0,0,0,0,0,0,0
MTG1,92170,0,0,0,0,0,0,0,0,0,0
RAN,5901,1,0,0,0,0,1,0,0,0,0
TJP3,27134,0,0,0,0,0,0,0,0,0,0
CLDN6,9074,0,0,0,0,0,1,0,0,0,0
MUC3A,4584,0,0,0,0,0,0,0,0,0,0
RPS15A,6210,1,0,0,0,0,0,0,0,0,0
MCM2,4171,1,0,0,0,0,0,0,0,0,0
CDC45L,8318,0,0,0,0,0,0,0,0,0,0
TUBB,203068,1,0,0,0,0,0,0,1,0,0
FOS,2353,0,0,0,0,0,0,0,1,0,1
MYD88,4615,1,0,1,0,0,1,0,1,0,1
SPTAN1,6709,0,0,0,0,0,1,0,0,0,0
PSMD2,5708,1,1,0,0,0,0,0,1,0,0
CDC27,996,1,0,0,0,0,0,0,0,0,0
RUVBL1,8607,1,0,0,0,0,0,0,0,1,0
VAV2,7410,0,0,1,0,1,1,0,1,0,1
DEPDC6,64798,0,0,0,0,0,0,0,0,0,0
PRR5,55615,1,0,0,0,0,1,0,0,0,0
CKS1B,1163,1,0,0,0,0,0,0,0,0,0
DVL1,1855,1,1,0,0,0,1,0,0,0,0
CDC42,998,1,1,1,0,1,1,0,1,0,1
CDC23,8697,1,0,0,0,0,0,0,0,0,0
IL18RAP,8807,0,0,0,0,0,0,0,1,0,1
IL18R1,8809,0,0,0,0,0,1,0,1,0,0
GRIK1,2897,0,0,0,0,0,0,0,0,0,0
GCC1,79571,0,0,0,0,0,0,0,0,0,0
SAA1,6288,0,0,0,0,0,1,0,1,0,1
IL8,3576,0,0,0,0,0,0,0,0,0,0
CHUK,1147,0,0,0,0,0,0,0,1,0,1
IRF7,3665,0,0,1,0,0,0,0,1,0,0
LAMA5,3911,1,0,0,0,1,1,0,0,0,0
ITGB6,3694,0,0,0,0,0,1,0,0,0,1
GAB1,2549,1,0,0,0,0,1,0,0,0,0
GLI1,2735,1,1,0,0,0,1,0,0,0,0
PTCH1,5727,1,1,0,0,0,0,0,0,0,0
CLASP1,23332,1,0,0,0,0,1,0,0,0,1
REL,5966,0,0,0,0,0,0,0,1,0,1
FRK,2444,1,1,0,0,0,0,0,1,0,0
NR5A1,2516,0,0,0,0,0,0,0,0,0,0
LIMK1,3984,1,0,0,0,0,1,0,1,0,0
PRNP,5621,1,1,1,0,0,1,0,1,0,0
JUNB,3726,1,0,0,0,1,0,0,0,0,0
CBFB,865,0,0,0,0,0,0,0,0,0,0
POLR2I,5438,0,0,0,0,0,0,0,0,1,0
GTF2F2,2963,0,0,0,0,0,0,0,0,0,0
SUZ12,23512,1,0,0,0,0,0,0,0,0,0
H3F3B,3021,0,0,0,0,0,0,0,0,0,0
ADI1,55256,0,0,0,0,0,0,0,0,0,0
EZR,7430,1,1,0,0,0,1,0,1,0,0
IFNA1,3439,1,0,0,0,0,1,0,1,0,1
LBR,3930,0,0,0,0,0,0,0,0,0,0
SNRPD3,6634,0,0,0,0,0,0,0,0,0,0
TUBG1,7283,1,0,0,0,0,0,0,0,0,0
MTSS1,9788,1,1,0,0,0,1,0,0,0,0
SRXN1,140809,0,0,0,0,0,0,0,0,0,0
PTGS2,5743,1,1,1,0,1,1,1,0,0,1
RBM39,9584,0,0,0,0,0,0,0,0,0,0
TNFRSF10B,8795,1,1,1,0,0,0,0,1,0,1
EIF4EBP3,8637,0,0,0,0,0,0,0,0,0,0
EIF4E,1977,1,0,0,0,0,0,0,0,0,0
FRA8B,2419,0,0,0,0,0,0,0,0,0,0
RPL7A,6130,0,0,0,0,0,0,0,0,0,0
RPL19,6143,0,0,0,0,0,0,0,0,0,0
RPL3,6122,0,0,0,0,0,0,0,0,0,0
FAT1,2195,0,0,0,0,0,1,0,0,0,0
YWHAQ,10971,0,0,1,0,0,0,0,0,0,0
SOCS4,122809,0,1,0,0,0,0,0,0,0,0
IL28RA,163702,0,0,0,0,0,0,0,0,0,0
INS,3630,1,1,1,0,1,1,1,1,0,1
MMP7,4316,0,0,0,0,0,0,0,0,0,0
MMP2,4313,0,0,0,0,1,0,0,1,0,0
CYP1A1,1543,1,0,0,0,0,0,0,0,0,0
CBX5,23468,0,0,0,0,0,0,0,0,0,1
FLNA,2316,1,0,1,0,0,1,0,0,0,1
ITGB2,3689,0,0,0,0,1,1,0,1,0,1
RALGDS,5900,0,0,0,0,0,0,0,0,0,0
ARAF,369,0,0,1,0,0,0,0,0,0,0
MTA1,9112,0,0,0,0,0,0,0,0,1,1
NR3C1,2908,1,0,0,0,0,0,0,0,0,0
RETN,56729,1,0,0,0,0,1,0,0,0,0
RALBP1,10928,0,0,0,0,0,1,0,1,0,0
SMARCA4,6597,1,1,0,0,0,0,0,0,0,0
SMARCD1,6602,0,0,0,0,0,0,0,0,0,0
CAPN3,825,1,0,1,0,0,1,0,0,0,1
FLNC,2318,0,0,0,0,0,1,0,0,0,0
NCF2,4688,0,0,0,0,0,0,0,1,0,0
DUOX2,50506,0,0,0,0,0,0,0,0,0,0
GEMIN5,25929,0,0,0,0,0,0,0,0,0,0
GEMIN7,79760,0,0,0,0,0,0,0,0,0,0
EPS15L1,58513,0,1,0,0,0,0,0,1,0,0
EPS15,2060,1,1,0,0,0,0,0,1,0,0
JAK3,3718,1,0,1,0,0,1,0,1,0,1
KRT18,3875,1,0,1,0,0,0,0,0,0,0
PIAS2,9063,0,1,0,0,0,0,0,0,0,0
NF1,4763,1,1,1,0,1,1,0,0,0,1
TAF1,6872,1,0,0,0,0,0,0,0,0,0
PPM1A,5494,1,1,0,0,0,0,0,0,0,0
MYH10,4628,1,0,0,0,0,1,0,0,0,1
LOC646821,646821,0,0,0,0,0,0,0,0,0,0
PIAS4,51588,0,1,1,0,0,0,0,0,1,0
SAP30,8819,0,0,0,0,0,0,0,0,0,0
KCNIP1,30820,0,0,0,0,1,0,0,0,0,0
PSMB8,5696,1,1,0,0,0,0,0,1,0,0
STAT1,6772,1,1,1,0,1,1,0,1,0,0
ERBB4,2066,1,1,1,0,0,1,0,0,0,1
TNFAIP3,7128,1,1,1,0,1,0,0,1,0,1
POLR2G,5436,0,0,0,0,0,0,0,0,1,0
GTF2H1,2965,1,0,0,0,0,0,0,0,1,0
PYCARD,29108,1,1,1,0,0,1,0,1,0,1
AIM2,9447,0,0,0,0,0,0,0,1,0,1
POLR2H,5437,0,0,0,0,0,0,0,0,1,0
POLR3D,661,0,0,0,0,0,0,0,1,0,0
ACADM,34,0,0,0,0,0,0,1,0,0,0
HCK,3055,1,0,1,0,0,1,0,1,0,1
CCNB1,891,1,1,0,0,0,0,1,0,1,1
INPP5J,27124,0,0,0,0,0,1,0,0,0,0
BCR,613,1,0,0,0,1,1,0,1,0,1
PSMB6,5694,1,1,0,0,0,0,0,1,0,0
IL1R2,7850,0,0,0,0,0,0,0,1,0,0
PDGFD,80310,1,0,0,0,0,1,0,0,0,1
IL2RA,3559,1,1,0,0,0,1,0,1,0,1
TNXB,7148,0,0,0,0,0,1,0,0,0,0
AVP,551,1,1,1,0,1,0,0,0,0,0
AVPR1B,553,0,0,0,0,1,0,0,0,0,0
RRAGC,64121,1,1,0,0,0,0,0,0,0,0
MTOR,2475,1,1,1,0,1,1,1,0,1,1
PEBP1,5037,0,0,0,0,0,0,0,0,0,0
PDCD4,27250,1,1,1,0,0,0,0,0,0,0
E2F1,1869,1,1,1,0,0,0,1,0,1,0
RB1,5925,1,1,0,0,0,1,0,0,0,0
PDGFRA,5156,1,0,0,0,1,1,0,0,0,1
NUP35,129401,1,0,0,0,0,0,0,0,0,0
CPSF2,53981,0,0,0,0,0,0,0,0,0,0
C17orf70,80233,0,0,0,0,0,0,0,0,0,0
FANCG,2189,1,0,0,0,0,0,0,0,1,0
CFB,629,0,0,0,0,0,0,0,1,0,1
RNF41,10193,1,1,0,0,0,1,0,0,0,0
BIRC6,57448,1,1,1,0,0,0,0,0,0,0
MAPK13,5603,1,0,0,0,0,0,0,0,0,1
MEF2A,4205,0,0,0,0,1,1,0,0,0,0
PSMD6,9861,1,1,0,0,0,0,0,1,0,0
EPHA8,2046,0,0,0,0,0,1,0,0,0,0
HIPK1,204851,1,0,0,0,1,1,0,0,0,0
MDM4,4194,1,1,1,0,0,0,1,0,1,0
GH1,2688,0,0,0,0,0,0,0,1,0,0
CISH,1154,1,1,0,0,0,0,0,0,0,0
PRKCD,5580,1,1,1,1,0,1,0,1,0,1
HLA-A,3105,1,0,0,0,0,1,0,1,0,1
PSMD12,5718,1,1,0,0,0,0,0,1,0,0
RAD23B,5887,0,0,0,0,0,0,0,0,1,0
UBB,7314,1,1,1,0,0,1,1,1,1,0
IQGAP1,8826,1,0,0,0,0,1,0,0,0,0
Sep-02,Dec-12,0,0,0,0,0,0,0,0,0,0
PARVA,55742,0,0,0,0,1,1,0,0,0,0
INHBB,3625,0,0,1,0,0,0,0,0,0,0
ACVR2B,93,0,0,0,0,0,0,0,0,0,0
STAT6,6778,1,0,0,0,0,1,0,1,0,0
SELP,6403,0,0,0,0,0,1,0,0,0,1
ITGA4,3676,0,0,0,0,0,1,0,1,0,0
MPG,4350,0,0,0,0,0,0,0,0,1,0
TFF1,7031,1,1,0,0,0,0,0,0,0,0
PSMC5,5705,1,1,1,0,0,0,0,1,0,0
TBX21,30009,0,0,0,0,0,1,0,1,0,0
STAT4,6775,0,0,0,0,0,0,0,0,0,0
RICTOR,253260,1,0,0,0,0,1,0,0,0,1
CCL3L1,6349,1,1,0,0,0,1,0,1,0,1
CCR4,1233,0,0,0,0,0,1,0,1,0,1
RPS16,6217,0,0,0,0,0,0,0,0,0,0
PPP2R2A,5520,1,0,0,0,0,0,0,0,0,0
CD80,941,1,0,0,0,0,1,0,1,0,0
GDF2,2658,1,1,1,0,1,1,0,0,0,0
ACVR2A,92,1,0,0,0,0,0,0,0,0,0
ROCK1,6093,0,0,1,0,1,1,0,0,0,0
MYH2,4620,0,0,0,0,0,0,0,1,0,0
CDKN1A,1026,1,1,1,1,0,0,0,0,1,0
PRB3,5544,0,0,0,0,0,0,0,0,0,0
SUMO1,7341,0,0,0,0,1,0,0,1,1,0
UBE2L3,7332,1,0,0,0,0,0,0,0,0,0
FES,2242,1,0,0,0,0,1,0,1,0,0
MMP1,4312,0,0,0,0,0,1,0,0,0,0
VAV3,10451,1,0,1,0,1,1,0,1,0,1
FLT1,2321,1,0,0,0,1,1,0,0,0,0
PCNT,5116,1,0,0,0,0,1,0,0,0,0
SFI1,9814,1,0,0,0,0,0,0,0,0,0
PTK2,5747,1,0,1,0,1,1,0,1,0,0
PLCG2,5336,0,0,1,0,0,0,0,1,0,1
PLA2G3,50487,0,0,0,0,0,1,0,1,0,0
COL17A1,1308,0,0,0,0,0,1,0,1,0,0
PLEC,5339,0,0,0,0,0,1,0,0,0,0
ACTN2,88,0,0,1,0,0,1,0,0,0,0
MAGI1,9223,0,0,0,0,0,1,0,0,0,0
ITGA11,22801,0,0,0,0,0,1,0,0,0,0
GSK3A,2931,1,1,1,0,1,0,1,0,0,0
SERPINB2,5055,0,0,1,0,0,0,0,0,0,1
CRADD,8738,1,1,1,0,0,0,0,0,1,0
F2R,2149,1,1,1,0,1,1,0,0,0,1
IFNAR1,3454,0,0,0,0,0,1,0,1,0,0
TUBB4,10382,0,0,0,0,0,0,0,0,0,0
PLCB1,23236,1,0,0,0,0,1,0,0,0,0
PRKAA2,5563,1,1,1,0,0,0,1,0,0,0
LEP,3952,1,0,1,0,1,1,1,1,0,1
SOCS5,9655,1,1,0,0,0,1,0,1,0,1
IL3RA,3563,0,0,0,0,0,0,0,0,0,0
CALM1,801,1,1,0,0,1,0,0,1,0,0
CAMK4,814,0,0,0,0,0,1,0,1,0,1
MAP4K1,11184,1,0,0,0,0,0,0,0,0,0
SH3GL1,6455,0,0,0,0,0,0,0,1,0,0
IRF5,3663,0,0,1,0,0,0,0,1,0,0
NUP205,23165,1,0,0,0,0,0,0,0,0,0
KPNB1,3837,1,0,0,0,0,0,0,0,0,0
MMP9,4318,0,1,1,0,0,1,0,0,0,0
FLII,2314,0,0,0,0,0,1,0,0,0,0
PKD1,5310,1,1,0,0,0,1,0,0,0,0
ABI1,10006,1,1,0,0,0,1,0,1,0,0
IL13RA1,3597,0,0,0,0,0,0,0,0,0,0
PAK6,56924,1,0,0,0,0,0,0,0,0,0
ARHGEF6,9459,0,0,1,0,0,1,0,0,0,0
DHH,50846,0,0,0,0,0,0,0,0,0,0
PTCH2,8643,0,1,0,0,0,0,0,0,0,0
MAP3K7IP1,10454,0,0,0,0,0,0,0,0,0,0
TRADD,8717,0,1,1,0,0,0,0,0,0,0
GSTA2,2939,0,0,0,0,0,0,0,0,0,0
STAT5B,6777,1,0,1,0,0,1,0,1,0,1
MXI1,4601,1,1,0,0,0,0,0,0,0,0
PARD6B,84612,1,0,0,0,0,1,0,0,0,0
MYLK2,85366,0,0,0,0,1,0,0,0,0,0
GNGT1,2792,0,0,0,0,0,0,1,0,0,0
FGF8,2253,1,0,1,0,1,1,0,0,0,0
FGFR3,2261,1,0,0,0,0,0,0,0,0,0
OFD1,8481,1,0,0,0,0,1,0,0,0,0
PLCB3,5331,0,0,0,0,1,0,0,0,0,0
ELK1,2002,0,0,0,0,0,0,0,0,0,0
ELK4,2005,0,0,0,0,0,0,0,0,0,0
FAIM3,9214,0,0,0,0,0,0,0,0,0,0
FAF1,11124,0,1,1,0,0,1,0,0,0,0
EPHB3,2049,0,0,0,0,1,1,0,0,0,0
HSPA1A,3303,0,1,1,1,0,0,0,1,1,0
TNF,7124,1,1,1,0,0,1,1,1,0,1
RAC3,5881,0,0,0,0,0,1,0,0,0,0
PAK7,57144,1,1,1,0,0,1,0,0,0,0
LRP6,4040,1,1,1,0,0,1,0,1,0,0
BARD1,580,1,1,1,0,0,0,0,0,1,0
RBBP8,5932,1,0,0,0,0,0,0,0,1,0
PPP2CA,5515,1,1,0,0,0,1,0,0,0,0
CCL24,6369,1,0,0,0,1,1,0,1,0,1
CCR8,1237,0,0,0,0,0,1,0,1,0,0
GNA15,2769,0,0,0,0,0,0,0,0,0,1
CCL5,6352,1,1,1,0,1,1,0,1,0,1
LAMA4,3910,0,0,0,0,0,1,0,0,0,0
DBI,1622,0,0,0,0,0,0,0,0,0,0
F8,2157,0,0,0,0,0,0,0,0,0,1
F10,2159,0,0,0,0,0,1,0,0,0,1
HERPUD2,64224,0,0,0,0,0,0,0,0,0,0
MMRN1,22915,0,0,0,0,0,1,0,0,0,1
MCF2,4168,0,0,1,0,0,1,0,0,0,0
U2AF1,7307,0,0,0,0,0,0,0,0,0,0
SNRPE,6635,0,0,0,0,0,0,0,0,0,0
ANPEP,290,0,0,0,0,1,0,0,0,0,0
EGLN1,54583,0,0,0,0,1,0,1,0,0,0
EPAS1,2034,0,0,0,0,1,0,1,0,0,0
DLL3,10683,0,0,0,0,0,0,0,0,0,0
NOTCH1,4851,1,1,1,0,1,1,1,1,0,1
FBXW11,23291,1,1,0,0,0,0,0,1,0,0
PIAS3,10401,0,0,0,0,0,0,0,0,0,0
SFRS2,6427,0,0,0,0,0,0,0,0,0,0
SNRPN,6638,0,0,0,0,0,0,0,0,0,0
KHDRBS1,10657,1,1,0,0,0,0,0,0,0,0
NCSTN,23385,1,0,1,0,0,1,0,0,0,0
ZNF274,10782,0,0,0,0,0,0,0,0,0,0
CSE,1433,0,0,0,0,0,0,0,0,0,0
NFE2L2,4780,0,1,1,0,0,0,1,0,0,1
PPP2R5C,5527,1,1,0,0,0,0,0,0,1,0
HNRNPU,3192,0,0,0,1,0,0,0,0,0,0
ITGA9,3680,0,0,0,0,0,1,0,0,0,1
RPLP1,6176,0,0,0,0,0,0,0,0,0,0
SGMS1,259230,1,0,0,0,0,0,0,0,0,0
FGF13,2258,1,1,0,0,0,1,0,0,0,0
UBE2A,7319,1,0,0,0,0,0,0,0,1,0
THPO,7066,1,0,0,0,0,0,0,0,0,0
FPR1,2357,0,0,0,0,0,1,0,0,0,0
HECTD3,79654,0,0,0,0,0,0,0,0,0,0
CUL7,9820,1,0,0,0,1,1,0,0,0,0
DFFB,1677,0,0,0,0,0,0,0,0,0,0
HMGB1,3146,1,0,1,0,1,1,1,1,1,1
PDGFB,5155,1,0,0,0,1,1,0,0,0,1
IL6R,3570,1,0,0,0,0,1,0,1,0,1
MYLK,4638,0,0,0,0,0,1,0,0,0,1
EFNB2,1948,1,1,0,0,1,1,0,0,0,0
SHC1,6464,1,0,0,0,1,1,0,1,0,0
